Grant #,Applicant Name,Account Status,FIPS #,County,Classification,PR
4468,"St. Augustine Youth Services, Inc.",Active,109-UA9LR-00,St. Johns,Non-Critical Private Non-Profit,Hamza Sattar
4486,"St. Augustine Youth Services, Inc.",Active,109-UA9LR-00,St. Johns,Non-Critical Private Non-Profit,Hamza Sattar
4828,"Quincy, City of",Opening,039-59325-00,Gadsden,City,John Hayth
3615,"Quincy, City of",Opening,039-59325-00,Gadsden,City,John Hayth
4828,RaceWithoutIsm Inc,Opening,103-UAOZC-00,Pinellas,Other,Hamza Sattar
4673,St. Brendan Catholic School,Closed,127-U4TPJ-00,Volusia,Critical Private Non-Profit,Haley Beary
3533,St. Charles Borromeo Catholic School,Closed,095-UL2BC-00,Orange,Critical Private Non-Profit,Haley Beary
4337,St. Charles Borromeo Catholic School,Closed,095-UL2BC-00,Orange,Critical Private Non-Profit,Haley Beary
4486,St. Charles Borromeo Catholic School,Active,095-UL2BC-00,Orange,Critical Private Non-Profit,Haley Beary
1539,"St. Charles Housing II, Inc.",Closed,015-UMN4E-00,Charlotte,Non-Critical Private Non-Profit,Haley Beary
1539,"St. Charles Housing, Inc.",Closed,015-U2BJI-00,Charlotte,Non-Critical Private Non-Profit,Haley Beary
4828,"Redington Beach, Town of",Opening,103-59725-00,Pinellas,City,John Hayth
4834,"Redington Beach, Town of",Opening,103-59725-00,Pinellas,City,John Hayth
4337,St. Elizabeth Seton School,Closed,021-07647-00,Collier,Critical Private Non-Profit,Haley Beary
4806,"Redington Shores, Town of",Opening,103-59750-00,Pinellas,City,Haley Beary
4486,St. Elizabeth Seton School,Opening,021-07647-00,Collier,Critical Private Non-Profit,Haley Beary
4828,"Redington Shores, Town of",Opening,103-59750-00,Pinellas,City,Haley Beary
4834,"Redington Shores, Town of",Opening,103-59750-00,Pinellas,City,Haley Beary
4486,"St. Francis House, Inc",Closed,001-00F9E-00,Alachua,Other,Haley Beary
4337,St. Francis Xavier School,Closed,071-03121-00,Lee,Critical Private Non-Profit,John Hayth
4673,St. James Cathedral,Closed,095-U4VRU-00,Orange,House of Worship,Haley Beary
1609,St. James' Residence,Closed,099-U4VK6-00,Palm Beach,Other,Rachel Langston
4337,St. John Neumann High School,Closed,021-U2QVK-00,Collier,Critical Private Non-Profit,Haley Beary
4486,St. John Neumann High School,Opening,021-U2QVK-00,Collier,Critical Private Non-Profit,Haley Beary
4673,St. John Vianney Catholic Church,Closed,095-0E4BA-00,Orange,House of Worship,Haley Beary
4680,St. John Vianney Catholic Church,Closed,095-0E4BA-00,Orange,House of Worship,Haley Beary
4337,Renaissance Community Association,Closed,071-UHLUA-00,Lee,PNP-Home Owners Association,Ashley Mitchell
4283,"St. Johns County Council On Aging, Inc",Active,109-08873-00,St. Johns,Critical Private Non-Profit,Haley Beary
4337,"St. Johns County Council On Aging, Inc",Active,109-08873-00,St. Johns,Critical Private Non-Profit,Haley Beary
1545,St. Johns Improvement District,Closed,000-UVKYI-00,Indian River,Special District Government,Haley Beary
4337,"Rio Villa Lakes Homeowners Association, Inc.",Closed,071-U5Z68-00,Lee,PNP-Home Owners Association,Ashley Mitchell
1561,St. Johns Improvement District,Closed,000-UVKYI-00,Indian River,Special District Government,Haley Beary
1609,St. Johns Improvement District,Closed,000-UVKYI-00,Indian River,Special District Government,Haley Beary
3288,St. Johns Improvement District,Closed,000-UVKYI-00,Indian River,Special District Government,Haley Beary
4337,St. Johns Improvement District,Active,000-UVKYI-00,Indian River,Special District Government,Haley Beary
1545,St. Johns Rehab. Hospital & Nursing Center,Closed,011-UU77Y-00,Broward,Critical Private Non-Profit,Collin Kenline
1561,St. Johns Rehab. Hospital & Nursing Center,Closed,011-UU77Y-00,Broward,Critical Private Non-Profit,Collin Kenline
1545,St. Johns River State College,Closed,000-U6WOB-00,Statewide,Public Community College,Haley Beary
1561,St. Johns River State College,Closed,000-U6WOB-00,Statewide,Public Community College,Haley Beary
4337,St. Johns River State College,Closed,000-U6WOB-00,Statewide,Public Community College,Haley Beary
4486,St. Johns River State College,Closed,000-U6WOB-00,Statewide,Public Community College,Haley Beary
4673,St. Johns River State College,Active,000-U6WOB-00,Statewide,Public Community College,Haley Beary
4337,"St. Johns River Utility, Inc.",Closed,069-ULGSZ-00,Lake,Critical Private Non-Profit,Haley Beary
4673,"St. Johns River Utility, Inc.",Active,069-ULGSZ-00,Lake,Critical Private Non-Profit,Haley Beary
1539,St. Johns River Water Management District,Closed,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
1545,St. Johns River Water Management District,Closed,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
1561,St. Johns River Water Management District,Closed,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
1609,St. Johns River Water Management District,Closed,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
3220,St. Johns River Water Management District,Closed,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
4337,St. Johns River Water Management District,Active,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
4486,St. Johns River Water Management District,Opening,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
4673,St. Johns River Water Management District,Active,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
4680,St. Johns River Water Management District,Closed,000-UNJ9M-00,Statewide,Water Management District,Hamza Sattar
4337,St. Joseph Catholic School,Active,009-UOBME-00,Brevard,Critical Private Non-Profit,Haley Beary
4486,St. Joseph Catholic School,Closed,009-UOBME-00,Brevard,Critical Private Non-Profit,Haley Beary
1539,St. Joseph's Hospital,Closed,057-UCL04-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
1545,St. Joseph's Hospital,Closed,057-UCL04-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
1561,St. Joseph's Hospital,Closed,057-UCL04-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4673,"St. Joseph's Hospital, Inc.",Active,057-UCL04-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4673,"St. Lawrence A.M.E. Church, Inc.",Active,095-UA1L7-00,Orange,House of Worship,Haley Beary
4834,Rollins College,Opening,095-U80PA-00,Orange,Critical Private Non-Profit,Haley Beary
4828,Ronald McDonald House Charities of Tampa Bay Inc,Opening,057-UX6DL-00,Hillsborough,Other,Haley Beary
1545,St. Lucie County Fire District,Closed,111-00461-00,St. Lucie,Special District Government,Rachel Langston
1561,St. Lucie County Fire District,Closed,111-00461-00,St. Lucie,Special District Government,Rachel Langston
1609,St. Lucie County Fire District,Closed,111-00461-00,St. Lucie,Special District Government,Rachel Langston
1785,St. Lucie County Fire District,Closed,111-00461-00,St. Lucie,Special District Government,Rachel Langston
3533,St. Lucie County Fire District,Closed,111-00461-00,St. Lucie,Special District Government,Rachel Langston
4283,St. Lucie County Fire District,Active,111-00461-00,St. Lucie,Special District Government,Rachel Langston
4337,St. Lucie County Fire District,Closed,111-00461-00,St. Lucie,Special District Government,Rachel Langston
4468,St. Lucie County Fire District,Active,111-00461-00,St. Lucie,Special District Government,Rachel Langston
4486,St. Lucie County Fire District,Active,111-00461-00,St. Lucie,Special District Government,Rachel Langston
4673,St. Lucie County Fire District,Active,111-00461-00,St. Lucie,Special District Government,Rachel Langston
4680,St. Lucie County Fire District,Active,111-00461-00,St. Lucie,Special District Government,Rachel Langston
1545,St. Lucie County Sheriff's Department,Closed,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
1561,St. Lucie County Sheriff's Department,Closed,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
4828,"Sacred Heart Health System, Inc",Opening,033-UWFVX-00,Escambia,Critical Private Non-Profit,Collin Kenline
1609,St. Lucie County Sheriff's Department,Closed,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
1785,St. Lucie County Sheriff's Department,Closed,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
4283,St. Lucie County Sheriff's Department,Active,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
4337,St. Lucie County Sheriff's Department,Active,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
4468,St. Lucie County Sheriff's Department,Active,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
4486,St. Lucie County Sheriff's Department,Active,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
4680,St. Lucie County Sheriff's Department,Active,111-0EED5-00,St. Lucie,County Sheriff,Rachel Langston
1545,"St. Lucie Village, Town of",Closed,111-62800-00,St. Lucie,City,Hamza Sattar
4283,"St. Lucie Village, Town of",Closed,111-62800-00,St. Lucie,City,Hamza Sattar
4337,"St. Lucie Village, Town of",Closed,111-62800-00,St. Lucie,City,Hamza Sattar
1545,St. Lucie West Service District,Closed,111-U03U9-00,St. Lucie,Other,Rachel Langston
1561,St. Lucie West Service District,Closed,111-U03U9-00,St. Lucie,Other,Rachel Langston
1609,St. Lucie West Service District,Closed,111-U03U9-00,St. Lucie,Other,Rachel Langston
3605,"Safety Harbor, City of",Opening,103-62425-00,Pinellas,City,Haley Beary
1785,St. Lucie West Service District,Closed,111-U03U9-00,St. Lucie,Other,Rachel Langston
4806,"Safety Harbor, City of",Opening,103-62425-00,Pinellas,City,Haley Beary
3288,St. Lucie West Service District,Closed,111-U03U9-00,St. Lucie,Other,Rachel Langston
4828,"Safety Harbor, City of",Opening,103-62425-00,Pinellas,City,Haley Beary
4084,St. Lucie West Service District,Closed,111-U03U9-00,St. Lucie,Other,Rachel Langston
4834,"Safety Harbor, City of",Opening,103-62425-00,Pinellas,City,Haley Beary
4399,St. Luke AME Church,Closed,063-U0YAF-00,Jackson,House of Worship,Haley Beary
4486,St. Luke AME Church,Closed,063-U0YAF-00,Jackson,House of Worship,Haley Beary
4399,St. Luke Missionary Baptist Church,Active,005-00B69-00,Bay,House of Worship,Haley Beary
4564,"St. Luke United Methodist Church, Inc",Active,033-167C5-00,Escambia,House of Worship,Haley Beary
4828,Sailability Greater Tampa Bay,Opening,,Pinellas,Other,Haley Beary
4399,St. Luke's Episcopal Church,Active,063-UXYLM-00,Jackson,House of Worship,Hamza Sattar
4337,St. Mark's Episcopal Church,Active,107-0046A-00,Putnam,House of Worship,Haley Beary
4834,Saint Leo University Incorporated,Opening,,Pasco,Other,Collin Kenline
4337,St. Martha's Catholic School,Closed,115-075B6-00,Sarasota,Critical Private Non-Profit,Haley Beary
4834,Saint Stefanos Greek Orthodox Church Inc,Opening,103-UCZN2-00,Pinellas,Other,Rachel Langston
1539,"St. Martha's Housing, Inc. DBA Casa Santa Marta",Closed,115-UNIUT-00,Sarasota,Critical Private Non-Profit,Haley Beary
1561,"St. Martha's Housing, Inc. DBA Casa Santa Marta",Closed,115-UNIUT-00,Sarasota,Critical Private Non-Profit,Haley Beary
4337,St. Mary Catholic School,Closed,009-075D1-00,Brevard,Critical Private Non-Profit,Haley Beary
1551,St. Mary's School,Closed,091-07670-00,Okaloosa,Non-Critical Private Non-Profit,Haley Beary
1609,St. Matthew's House,Closed,021-12251-00,Collier,Other,Haley Beary
4337,St. Michael Evangelical Lutheran Church,Closed,099-US5LF-00,Palm Beach,House of Worship,Haley Beary
1551,St. Michael School,Closed,033-00C8E-00,Escambia,Non-Critical Private Non-Profit,Haley Beary
1561,"St. Michael's Housing, Inc. DBA Casa Miguel",Closed,103-U96WA-00,Pinellas,Other,Haley Beary
1561,St. Patrick's Housing Corp. DBA Patrician Arms,Closed,057-UW9ZG-00,Hillsborough,Other,Haley Beary
4734,"St. Paul House of Prayer of The Apostolic Faith, Inc.",Opening,047-UGN7P-00,Hamilton,Other,Rachel Langston
1551,St. Paul School,Closed,033-0B3EF-00,Escambia,Non-Critical Private Non-Profit,Haley Beary
1539,"St. Pete Beach, City of",Closed,103-U5XAY-00,Pinellas,City,Haley Beary
1545,"St. Pete Beach, City of",Closed,103-U5XAY-00,Pinellas,City,Haley Beary
1561,"St. Pete Beach, City of",Closed,103-U5XAY-00,Pinellas,City,Haley Beary
4068,"St. Pete Beach, City of",Closed,103-U5XAY-00,Pinellas,City,Haley Beary
4280,"St. Pete Beach, City of",Closed,103-U5XAY-00,Pinellas,City,Haley Beary
4337,"St. Pete Beach, City of",Active,103-U5XAY-00,Pinellas,City,Haley Beary
4486,"St. Pete Beach, City of",Active,103-U5XAY-00,Pinellas,City,Haley Beary
4673,"St. Pete Beach, City of",Opening,103-U5XAY-00,Pinellas,City,Haley Beary
4734,"St. Pete Beach, City of",Opening,103-U5XAY-00,Pinellas,City,Haley Beary
4486,St. Peter Catholic School/Church,Closed,031-UAG5V-00,Volusia,Critical Private Non-Profit,Haley Beary
4673,St. Peter Catholic School/Church,Closed,031-UAG5V-00,Volusia,Critical Private Non-Profit,Haley Beary
4673,"St. Peter Evangelical Lutheran Church of Fort Myers Beach Florida, Inc.",Opening,071-UXRGP-00,Lee,House of Worship,Haley Beary
4337,St. Petersburg College,Active,103-U54X6-00,Pinellas,Public Community College,Collin Kenline
4486,St. Petersburg College,Closed,103-U54X6-00,Pinellas,Public Community College,Collin Kenline
4673,St. Petersburg College,Closed,103-U54X6-00,Pinellas,Public Community College,Collin Kenline
4834,"Sanford, City of",Opening,117-63650-00,Seminole,City,Hamza Sattar
4673,"Sanibel Community Association, Inc",Opening,071-UH03M-00,Lee,PNP-Home Owners Association,Ashley Mitchell
4673,St. Richard's Episcopal Church,Active,117-UUK56-00,Orange,House of Worship,Haley Beary
4828,Sanibel Fire and Rescue District,Opening,071-11B34-00,Lee,Special District Government,Rachel Langston
4673,St. Sava Serbian Free Orthodox Church of America and Canada Incorporated,Closed,115-UBDQO-00,Sarasota,House of Worship,Haley Beary
4834,Sanibel Fire and Rescue District,Opening,071-11B34-00,Lee,Special District Government,Rachel Langston
4337,St. Teresa Catholic Church,Closed,009-01417-00,Brevard,Critical Private Non-Profit,Haley Beary
4673,St. Teresa Catholic Church,Closed,009-01417-00,Brevard,Critical Private Non-Profit,Haley Beary
1545,St. Vincent's Health System,Closed,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
1561,St. Vincent's Health System,Closed,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
4283,St. Vincent's Health System,Active,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
4337,St. Vincent's Health System,Active,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
4468,St. Vincent's Health System,Active,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
4486,St. Vincent's Health System,Closed,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
4673,St. Vincent's Health System,Closed,031-UX880-00,Duval,Critical Private Non-Profit,Collin Kenline
3605,"Sanibel, City of",Active,071-63700-00,Lee,City,Haley Beary
4806,"Sanibel, City of",Opening,071-63700-00,Lee,City,Haley Beary
3615,"Sanibel, City of",Opening,071-63700-00,Lee,City,Haley Beary
4828,"Sanibel, City of",Opening,071-63700-00,Lee,City,Haley Beary
4834,"Sanibel, City of",Opening,071-63700-00,Lee,City,Haley Beary
4673,STARability Foundation,Closed,021-UHF4V-00,Collier,Non-Critical Private Non-Profit,Haley Beary
1539,"Starke, City of",Closed,007-68525-00,Bradford,City,Rachel Langston
1545,"Starke, City of",Closed,007-68525-00,Bradford,City,Rachel Langston
1545,Santa Fe Community College,Closed,001-16DB5-00,Statewide,Public Community College,Ashley Mitchell
1561,"Starke, City of",Closed,007-68525-00,Bradford,City,Rachel Langston
1561,Santa Fe Community College,Closed,001-16DB5-00,Statewide,Public Community College,Ashley Mitchell
1785,"Starke, City of",Closed,007-68525-00,Bradford,City,Rachel Langston
1785,Santa Fe Community College,Closed,001-16DB5-00,Statewide,Public Community College,Ashley Mitchell
4068,"Starke, City of",Closed,007-68525-00,Bradford,City,Rachel Langston
4486,Santa Fe Community College,Opening,001-16DB5-00,Statewide,Public Community College,Ashley Mitchell
4283,"Starke, City of",Active,007-68525-00,Bradford,City,Rachel Langston
4337,"Starke, City of",Active,007-68525-00,Bradford,City,Rachel Langston
4673,"Starke, City of",Active,007-68525-00,Bradford,City,Rachel Langston
1595,"State Attorney Office, 2nd Judicial Circuit",Closed,000-U3A1V-00,Statewide,State Agency,Collin Kenline
4280,"State Attorney Office, 2nd Judicial Circuit",Closed,000-U3A1V-00,Statewide,State Agency,Collin Kenline
4399,"State Attorney Office, 2nd Judicial Circuit",Closed,000-U3A1V-00,Statewide,State Agency,Collin Kenline
1609,"State Attorney's Office, 16th Circuit",Closed,087-018D0-00,Statewide,State Agency,Collin Kenline
4068,State College of Florida,Closed,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4280,State College of Florida,Closed,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4337,State College of Florida,Closed,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4486,State College of Florida,Closed,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4673,State College of Florida,Active,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4680,State College of Florida,Closed,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4734,State College of Florida,Opening,000-U2BZ7-00,Statewide,Public Community College,Haley Beary
4794,Santa Rosa County,Opening,113-99113-00,Santa Rosa,County,Collin Kenline
4734,"Steinhatchee Landing Owners Association, Inc",Opening,123-U6MZE-00,Taylor,Other,Rachel Langston
1551,Santa Rosa County School District,,,,Public School District,John Hayth
1539,Stetson University,Closed,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
1595,Santa Rosa County School District,,,,Public School District,John Hayth
1545,Stetson University,Closed,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
1602,Santa Rosa County School District,,,,Public School District,John Hayth
1561,Stetson University,Closed,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
3220,Santa Rosa County School District,,,,Public School District,John Hayth
1679,Stetson University,Closed,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
4084,Santa Rosa County School District,,,,Public School District,John Hayth
4283,Stetson University,Closed,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
4177,Santa Rosa County School District,,,,Public School District,John Hayth
4337,Stetson University,Closed,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
4486,Santa Rosa County School District,,,,Public School District,John Hayth
4486,Stetson University,Active,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
4564,Santa Rosa County School District,,,,Public School District,John Hayth
4673,Stetson University,Active,127-UJP9P-00,Statewide,Critical Private Non-Profit,Haley Beary
4337,Stetson University College of Law (Pinellas),Closed,103-075E6-00,Statewide,Critical Private Non-Profit,Collin Kenline
4486,Stevenjotv,Closed,086-U34KJ-00,Statewide,Other,Rachel Langston
1539,Stoneybrook Community Development District,Closed,071-U0SNF-00,Lee,Special District Government,Haley Beary
4337,Stoneybrook Community Development District,Closed,071-U0SNF-00,Lee,Special District Government,Haley Beary
4673,Stoneybrook Community Development District,Closed,071-U0SNF-00,Lee,Special District Government,Haley Beary
1539,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
1545,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
1561,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
1609,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
1785,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
4283,"Stuart, City of",Active,085-68875-00,Martin,City,Collin Kenline
4337,"Stuart, City of",Active,085-68875-00,Martin,City,Collin Kenline
4468,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
4486,"Stuart, City of",Closed,085-68875-00,Martin,City,Collin Kenline
4834,Sarasota City Church,Opening,115-U0EWJ-00,Sarasota,Other,Hamza Sattar
1539,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
1545,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
1551,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
1561,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
1609,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
1785,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
4068,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
4280,Sarasota County,Active,115-99115-00,Sarasota,County,Ashley Mitchell
4337,Sarasota County,Active,115-99115-00,Sarasota,County,Ashley Mitchell
4486,Sarasota County,Active,115-99115-00,Sarasota,County,Ashley Mitchell
4673,Sarasota County,Active,115-99115-00,Sarasota,County,Ashley Mitchell
3288,Sumter County Fire Rescue,Closed,119-US7X6-00,Sumter,County,Rachel Langston
4680,Sarasota County,Closed,115-99115-00,Sarasota,County,Ashley Mitchell
4734,Sarasota County,Opening,115-99115-00,Sarasota,County,Ashley Mitchell
4806,Sarasota County,Opening,115-99115-00,Sarasota,County,Ashley Mitchell
4828,Sarasota County,Opening,115-99115-00,Sarasota,County,Ashley Mitchell
4834,Sarasota County,Opening,115-99115-00,Sarasota,County,Ashley Mitchell
4486,Sarasota County Property Appraiser,Active,115-0659B-00,Sarasota,County,Ashley Mitchell
1539,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
1545,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
1561,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
1679,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
1785,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
3288,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
4280,"Sumter Electric Cooperative, Inc.",Closed,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
4283,"Sumter Electric Cooperative, Inc.",Active,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
4337,"Sumter Electric Cooperative, Inc.",Active,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
4828,Sarasota County Public Hospital Board,Opening,115-U3J9Y-00,Sarasota,County Hospital,Collin Kenline
4673,"Sumter Electric Cooperative, Inc.",Active,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
4834,Sarasota County Public Hospital Board,Opening,115-U3J9Y-00,Sarasota,County Hospital,Collin Kenline
4680,"Sumter Electric Cooperative, Inc.",Active,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
1539,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
4734,"Sumter Electric Cooperative, Inc.",Opening,000-UB6WH-00,Sumter,Critical Private Non-Profit,John Hayth
1545,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1545,Sumter Landing Community Development District,Closed,119-UAOIO-00,Sumter,Special District Government,Haley Beary
1551,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1561,Sumter Landing Community Development District,Closed,119-UAOIO-00,Sumter,Special District Government,Haley Beary
1561,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1679,Sumter Landing Community Development District,Closed,119-UAOIO-00,Sumter,Special District Government,Haley Beary
1609,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
4337,Sumter Landing Community Development District,Active,119-UAOIO-00,Sumter,Special District Government,Haley Beary
1785,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
4486,Sumter Landing Community Development District,Closed,119-UAOIO-00,Sumter,Special District Government,Haley Beary
4280,Sarasota County School Board,Closed,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
4673,Sumter Landing Community Development District,Closed,119-UAOIO-00,Sumter,Special District Government,Haley Beary
4337,Sarasota County School Board,Active,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
4734,Sumter Landing Community Development District,Closed,119-UAOIO-00,Sumter,Special District Government,Haley Beary
4486,Sarasota County School Board,Active,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1539,Sumter Sheriff Office,Closed,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4673,Sarasota County School Board,Active,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1545,Sumter Sheriff Office,Closed,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4734,Sarasota County School Board,Opening,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1561,Sumter Sheriff Office,Closed,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4834,Sarasota County School Board,Opening,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
1679,Sumter Sheriff Office,Closed,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4828,Sarasota County School Board,Opening,115-15DA6-00,Sarasota,Public School District,Ashley Mitchell
4337,Sumter Sheriff Office,Active,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4486,Sumter Sheriff Office,Opening,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4673,Sumter Sheriff Office,Active,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4734,Sumter Sheriff Office,Opening,119-138AE-00,Sumter,County Sheriff,Rachel Langston
4806,Sarasota County Sheriff's Office,Opening,115-125C7-00,Sarasota,County Sheriff,Rachel Langston
3615,Sarasota County Sheriff's Office,Opening,115-125C7-00,Sarasota,County Sheriff,Rachel Langston
4828,Sarasota County Sheriff's Office,Opening,115-125C7-00,Sarasota,County Sheriff,Rachel Langston
4834,Sarasota County Sheriff's Office,Opening,115-125C7-00,Sarasota,County Sheriff,Rachel Langston
4834,Sarasota Crew Inc,Opening,115-U7EC4-00,Sarasota,Other,John Hayth
4337,"Suncoast Aquatic Nature Center Associates, Inc.",Closed,115-UJ2HY-00,Sarasota,Non-Critical Private Non-Profit,Haley Beary
1595,SUNNY HILLS FIRE DEPT,Closed,133-1600F-00,Washington,Other,Rachel Langston
1545,"Sunny Isles Beach, City of",Closed,086-U2MC2-00,Miami-Dade,City,Haley Beary
4834,Sarasota Manatee Airport Authority,Opening,115-UZFTY-00,Sarasota,Special District Government,John Hayth
1602,"Sunny Isles Beach, City of",Closed,086-U2MC2-00,Miami-Dade,City,Haley Beary
1609,"Sunny Isles Beach, City of",Closed,086-U2MC2-00,Miami-Dade,City,Haley Beary
4337,"Sunny Isles Beach, City of",Active,086-69555-00,Miami-Dade,City,Haley Beary
4468,"Sunny Isles Beach, City of",Closed,086-U2MC2-00,Miami-Dade,City,Haley Beary
4834,Sarasota Manatee Jewish Housing Council,Opening,115-UUYA6-00,Sarasota,Non-Critical Private Non-Profit,Haley Beary
4486,"Sunny Isles Beach, City of",Active,086-69555-00,Miami-Dade,City,Haley Beary
4806,"Sarasota, City of",Opening,115-64175-00,Sarasota,City,Hamza Sattar
4828,"Sarasota, City of",Opening,115-64175-00,Sarasota,City,Hamza Sattar
1545,"Sunrise, City of",Closed,011-69725-00,Broward,City,Hamza Sattar
4834,"Sarasota, City of",Opening,115-64175-00,Sarasota,City,Hamza Sattar
1561,"Sunrise, City of",Closed,011-69725-00,Broward,City,Hamza Sattar
1602,"Sunrise, City of",Closed,011-69725-00,Broward,City,Hamza Sattar
1609,"Sunrise, City of",Closed,011-69725-00,Broward,City,Hamza Sattar
3288,"Sunrise, City of",Closed,011-69725-00,Broward,City,Hamza Sattar
4283,"Sunrise, City of",Closed,011-69725-00,Broward,City,Hamza Sattar
4337,"Sunrise, City of",Active,011-69725-00,Broward,City,Hamza Sattar
4468,"Sunrise, City of",Active,011-69725-00,Broward,City,Hamza Sattar
4486,"Sunrise, City of",Active,011-69725-00,Broward,City,Hamza Sattar
4673,"Sunrise, City of",Active,011-69725-00,Broward,City,Hamza Sattar
